Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,Plugin Output
"50069","CVE-2008-2939","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-1891","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-2412","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-3094","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-3095","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-3555","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-3560","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2009-3720","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2010-0425","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2010-0434","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2010-1452","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"50069","CVE-2010-1623","7.5","High","192.168.9.74","tcp","80","Apache 2.0 < 2.0.64 Multiple Vulnerabilities","The remote web server may be affected by several issues.","According to its banner, the version of Apache 2.0 installed on the
remote host is older than 2.0.64.  Such versions may be affected by
several issues, including :

  - An unspecified error exists in the handling of requests
    without a path segment. (CVE-2010-1452)

  - Several modules, including 'mod_deflate', are 
    vulnerable to a denial of service attack as the
    server can be forced to utilize CPU time compressing
    a large file after client disconnect. (CVE-2009-1891)

  - An unspecified error exists in 'mod_proxy' related to 
    filtration of authentication credentials. 
    (CVE-2009-3095)
 
  - A NULL pointer dereference issue exists in 
    'mod_proxy_ftp' in some error handling paths.
    (CVE-2009-3094)

  - An error exists in 'mod_ssl' making the server
    vulnerable to the TLC renegotiation prefix injection
    attack. (CVE-2009-3555)

  - An error exists in the handling of subrequests such
    that the parent request headers may be corrupted.
    (CVE-2010-0434)

  - An error exists in 'mod_proxy_http' when handling excessive
    interim responses making it vulnerable to a denial of
    service attack. (CVE-2008-2364)

  - An error exists in 'mod_isapi' that allows the module
    to be unloaded too early, which leaves orphaned callback
    pointers. (CVE-2010-0425)

  - An error exists in 'mod_proxy_ftp' when wildcards are
    in an FTP URL, which allows for cross-site scripting
    attacks. (CVE-2008-2939)

Note that the remote web server may not actually be affected by these
vulnerabilities.  Nessus did not try to determine whether the affected
modules are in use or to check for the issues themselves.","Either ensure that the affected modules are not in use or upgrade to
Apache version 2.0.64 or later.","
  Version source    : Server: Apache/2.0.58
  Installed version : 2.0.58
  Fixed version     : 2.0.64
"
"54615","","","None","192.168.9.74","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","Remote device type : general-purpose
Confidence level : 99
"
"55976","CVE-2011-3192","7.8","High","192.168.9.74","tcp","80","Apache HTTP Server Byte Range DoS","The web server running on the remote host is affected by a
denial of service vulnerability.","The version of Apache HTTP Server running on the remote host is
affected by a denial of service vulnerability.  Making a series of
HTTP requests with overlapping ranges in the Range or Request-Range
request headers can result in memory and CPU exhaustion.  A remote,
unauthenticated attacker could exploit this to make the system
unresponsive.

Exploit code is publicly available and attacks have reportedly been
observed in the wild.","Upgrade to Apache httpd 2.2.21 or later, or use one of the workarounds
in Apache's advisories for CVE-2011-3192.  Version 2.2.20 fixed the
issue, but also introduced a regression.

If the host is running a web server based on Apache httpd, contact the
vendor for a fix.","
Nessus determined the server is unpatched and is not using any
of the suggested workarounds by making the following requests :

-------------------- Testing for workarounds --------------------
HEAD / HTTP/1.1
Host: 192.168.9.74
Accept-Charset: iso-8859-1,utf-8;q=0.9,*;q=0.1
Accept-Language: en
Request-Range: bytes=5-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10
Range: bytes=5-0,1-1,2-2,3-3,4-4,5-5,6-6,7-7,8-8,9-9,10-10
Connection: Keep-Alive
User-Agent: Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
Pragma: no-cache
Accept: image/gif, image/x-xbitmap, image/jpeg, image/pjpeg, image/png, */*

HTTP/1.1 206 Partial Content
Date: Wed, 29 May 2013 07:45:44 GMT
Server: Apache/2.0.58 (Win32) mod_jk/1.2.20
Content-Location: index.html.en
Vary: negotiate,accept-language,accept-charset
TCN: choice
Last-Modified: Sun, 21 Nov 2004 03:05:22 GMT
ETag: ""2ff-5d6-2b7e080;320-9dc-2b7e080""
Accept-Ranges: bytes
Content-Length: 836
Keep-Alive: timeout=15, max=100
Connection: Keep-Alive
Content-Type: multipart/x-byteranges; boundary=4ddd691b39c86760
Content-Language: en
-------------------- Testing for workarounds --------------------

-------------------- Testing for patch --------------------
HEAD / HTTP/1.1
Host: 192.168.9.74
Accept-Charset: iso-8859-1,utf-8;q=0.9,*;q=0.1
Accept-Language: en
Request-Range: bytes=0-,1-
Range: bytes=0-,1-
Connection: Keep-Alive
User-Agent: Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
Pragma: no-cache
Accept: image/gif, image/x-xbitmap, image/jpeg, image/pjpeg, image/png, */*

HTTP/1.1 206 Partial Content
Date: Wed, 29 May 2013 07:45:48 GMT
Server: Apache/2.0.58 (Win32) mod_jk/1.2.20
Content-Location: index.html.en
Vary: negotiate,accept-language,accept-charset
TCN: choice
Last-Modified: Sun, 21 Nov 2004 03:05:22 GMT
ETag: ""2ff-5d6-2b7e080;320-9dc-2b7e080""
Accept-Ranges: bytes
Content-Length: 3177
Keep-Alive: timeout=15, max=100
Connection: Keep-Alive
Content-Type: multipart/x-byteranges; boundary=4ddd691fdb91e760
Content-Language: en
-------------------- Testing for patch --------------------
"
"57608","","5.0","Medium","192.168.9.74","tcp","445","SMB Signing Disabled","Signing is disabled on the remote SMB server.","Signing is disabled on the remote SMB server.  This can allow
man-in-the-middle attacks against the SMB server.","Enforce message signing in the host's configuration.  On Windows,
this is found in the Local Security Policy.  On Samba, the setting is
called 'server signing'.  See the 'see also' links for further
details.",""
"57690","","4.3","Medium","192.168.9.74","tcp","3389","Terminal Services Encryption Level is Medium or Low","The remote host is using weak cryptography.","The remote Terminal Services service is not configured to use strong
cryptography. 

Using weak cryptography with this service may allow an attacker to
eavesdrop on the communications more easily and obtain screenshots
and/or keystrokes.","Change RDP encryption level to one of :

 3. High

 4. FIPS Compliant","
The terminal services encryption level is set to :

2. Medium"
